loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
23.0,6.0,1.0,1.0,141.0,765.1,0.03,30.07,25.45,23005.27,0.26,1278.07,21.0,9.0,2.0,13.0,21.0,22.0,78.0,63.0,11.0,0
18.0,3.0,3.0,2.0,83.0,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18.0,10.0,0.0,8.0,18.0,23.0,48.0,35.0,5.0,0
19.0,5.0,1.0,4.0,58.0,284.6,0.13,8.0,35.57,2276.8,0.09,126.49,17.0,9.0,2.0,6.0,12.0,18.0,34.0,24.0,9.0,0
27.0,6.0,1.0,5.0,185.0,1079.08,0.04,24.5,44.04,26437.57,0.36,1468.75,27.0,6.0,0.0,9.0,21.0,36.0,101.0,84.0,11.0,0
12.0,3.0,1.0,3.0,22.0,85.95,0.22,4.5,19.1,386.78,0.03,21.49,11.0,0.0,1.0,5.0,9.0,6.0,16.0,6.0,4.0,0
30.0,6.0,1.0,3.0,129.0,691.12,0.06,16.07,43.0,11109.18,0.23,617.18,27.0,5.0,3.0,13.0,14.0,27.0,67.0,62.0,11.0,0
89.0,20.0,12.0,10.0,337.0,2198.44,0.04,23.83,92.24,52396.16,0.73,2910.9,87.0,35.0,2.0,27.0,23.0,69.0,194.0,143.0,39.0,0
10.0,5.0,1.0,2.0,66.0,320.63,0.04,23.38,13.72,7494.65,0.11,416.37,9.0,3.0,1.0,2.0,17.0,12.0,33.0,33.0,9.0,0
6.0,1.0,1.0,1.0,19.0,68.11,0.31,3.21,21.19,218.94,0.02,12.16,6.0,0.0,0.0,0.0,5.0,7.0,10.0,9.0,1.0,0
50.0,19.0,11.0,12.0,294.0,1757.32,0.03,36.22,48.52,63649.28,0.59,3536.07,46.0,0.0,4.0,3.0,22.0,41.0,159.0,135.0,37.0,0
11.0,1.0,1.0,1.0,55.0,220.0,0.22,4.5,48.89,990.0,0.07,55.0,11.0,0.0,0.0,4.0,4.0,12.0,28.0,27.0,1.0,0
11.0,2.0,1.0,2.0,24.0,86.04,0.35,2.86,30.11,245.83,0.03,13.66,10.0,7.0,1.0,6.0,5.0,7.0,16.0,8.0,3.0,0
5.0,1.0,1.0,1.0,23.0,94.01,0.2,5.06,18.57,475.93,0.03,26.44,5.0,1.0,0.0,4.0,9.0,8.0,14.0,9.0,1.0,0
122.0,15.0,1.0,2.0,532.0,3503.2,0.02,60.25,58.14,211067.8,1.17,11725.99,120.0,0.0,2.0,18.0,32.0,64.0,291.0,241.0,17.0,0
39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,0
3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,3.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,0
27.0,5.0,1.0,3.0,142.0,728.36,0.04,22.33,32.61,16266.67,0.24,903.7,27.0,3.0,0.0,12.0,14.0,21.0,75.0,67.0,9.0,0
12.0,3.0,1.0,3.0,22.0,85.95,0.22,4.5,19.1,386.78,0.03,21.49,9.0,2.0,3.0,5.0,9.0,6.0,16.0,6.0,4.0,0
5.0,1.0,1.0,1.0,25.0,100.0,0.14,7.07,14.14,707.14,0.03,39.29,5.0,0.0,0.0,1.0,9.0,7.0,14.0,11.0,1.0,0
130.0,31.0,23.0,13.0,560.0,3775.22,0.02,42.69,88.43,161178.36,1.26,8954.35,126.0,60.0,4.0,32.0,27.0,80.0,307.0,253.0,61.0,0
84.0,14.0,9.0,8.0,295.0,1996.61,0.03,30.58,65.3,61049.26,0.67,3391.63,83.0,16.0,1.0,17.0,37.0,72.0,176.0,119.0,24.0,0
42.0,2.0,1.0,2.0,471.0,2867.19,0.04,28.52,100.54,81768.15,0.96,4542.68,42.0,2.0,0.0,3.0,14.0,54.0,251.0,220.0,3.0,0
24.0,6.0,4.0,4.0,111.0,569.35,0.05,19.5,29.2,11102.33,0.19,616.8,24.0,3.0,0.0,4.0,15.0,20.0,59.0,52.0,11.0,0
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0
12.0,7.0,1.0,4.0,84.0,423.73,0.09,10.86,39.03,4600.49,0.14,255.58,12.0,0.0,0.0,0.0,12.0,21.0,46.0,38.0,13.0,0
17.0,3.0,1.0,3.0,63.0,315.0,0.1,9.72,32.4,3062.5,0.11,170.14,17.0,0.0,0.0,9.0,14.0,18.0,38.0,25.0,5.0,0
118.0,21.0,14.0,10.0,440.0,2942.06,0.04,22.73,129.41,66879.33,0.98,3715.52,101.0,38.0,17.0,29.0,19.0,84.0,239.0,201.0,41.0,0
9.0,2.0,1.0,2.0,18.0,59.79,0.33,3.0,19.93,179.38,0.02,9.97,8.0,5.0,1.0,6.0,5.0,5.0,12.0,6.0,3.0,0
39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,0
5.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5.0,9.0,0.0,3.0,7.0,6.0,10.0,7.0,1.0,0
69.0,11.0,1.0,7.0,270.0,1785.97,0.04,22.5,79.38,40184.36,0.6,2232.46,60.0,8.0,9.0,31.0,30.0,68.0,168.0,102.0,18.0,0
67.0,11.0,5.0,4.0,284.0,1774.41,0.04,28.21,62.91,50051.79,0.59,2780.66,64.0,33.0,3.0,13.0,23.0,53.0,154.0,130.0,21.0,0
5.0,1.0,1.0,1.0,21.0,84.0,0.22,4.5,18.67,378.0,0.03,21.0,5.0,2.0,0.0,2.0,8.0,8.0,12.0,9.0,1.0,0
4.0,2.0,1.0,1.0,14.0,48.43,0.16,6.13,7.91,296.65,0.02,16.48,4.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,3.0,0
28.0,4.0,1.0,2.0,108.0,519.19,0.05,19.13,27.15,9929.59,0.17,551.64,26.0,7.0,2.0,6.0,12.0,16.0,57.0,51.0,7.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
6.0,2.0,1.0,2.0,17.0,64.73,0.21,4.67,13.87,302.05,0.02,16.78,5.0,3.0,1.0,2.0,8.0,6.0,10.0,7.0,3.0,0
34.0,6.0,6.0,6.0,176.0,1026.58,0.06,17.0,60.39,17452.01,0.34,969.56,34.0,5.0,0.0,19.0,19.0,38.0,108.0,68.0,11.0,0
63.0,20.0,13.0,2.0,375.0,2363.92,0.02,43.1,54.85,101875.76,0.79,5659.76,60.0,26.0,3.0,31.0,27.0,52.0,209.0,166.0,39.0,0
22.0,4.0,1.0,2.0,103.0,555.41,0.05,20.91,26.56,11613.09,0.19,645.17,21.0,11.0,1.0,9.0,20.0,22.0,57.0,46.0,7.0,0
11.0,2.0,1.0,1.0,63.0,312.11,0.06,16.39,19.04,5116.45,0.1,284.25,11.0,7.0,0.0,4.0,17.0,14.0,36.0,27.0,3.0,0
49.0,6.0,3.0,4.0,254.0,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49.0,30.0,0.0,20.0,23.0,43.0,138.0,116.0,11.0,0
8.0,2.0,1.0,2.0,32.0,130.8,0.15,6.67,19.62,871.99,0.04,48.44,8.0,1.0,0.0,2.0,8.0,9.0,17.0,15.0,3.0,0
13.0,3.0,1.0,1.0,84.0,416.15,0.05,18.67,22.29,7768.18,0.14,431.57,13.0,0.0,0.0,2.0,16.0,15.0,49.0,35.0,5.0,0
20.0,2.0,1.0,2.0,51.0,245.18,0.13,7.44,32.95,1824.39,0.08,101.36,20.0,0.0,0.0,2.0,11.0,17.0,28.0,23.0,3.0,0
12.0,2.0,1.0,2.0,46.0,184.0,0.09,11.0,16.73,2024.0,0.06,112.44,12.0,0.0,0.0,0.0,8.0,8.0,24.0,22.0,3.0,0
4.0,2.0,1.0,2.0,25.0,102.19,0.12,8.4,12.17,858.37,0.03,47.69,4.0,0.0,0.0,0.0,12.0,5.0,18.0,7.0,3.0,0
5.0,2.0,1.0,2.0,17.0,64.73,0.21,4.67,13.87,302.05,0.02,16.78,4.0,0.0,1.0,1.0,8.0,6.0,10.0,7.0,3.0,0
29.0,9.0,9.0,5.0,136.0,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29.0,2.0,0.0,15.0,14.0,26.0,79.0,57.0,17.0,0
76.0,21.0,3.0,2.0,331.0,2121.51,0.03,30.42,69.75,64529.21,0.71,3584.96,73.0,35.0,3.0,122.0,25.0,60.0,185.0,146.0,41.0,0
45.0,11.0,8.0,3.0,203.0,1227.01,0.04,27.74,44.23,34042.1,0.41,1891.23,43.0,20.0,2.0,24.0,25.0,41.0,112.0,91.0,21.0,0
18.0,3.0,3.0,2.0,83.0,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18.0,10.0,0.0,8.0,18.0,23.0,48.0,35.0,5.0,0
12.0,1.0,1.0,1.0,61.0,249.34,0.22,4.62,54.02,1150.78,0.08,63.93,12.0,0.0,0.0,5.0,4.0,13.0,31.0,30.0,1.0,0
28.0,7.0,3.0,2.0,177.0,948.29,0.02,41.68,22.75,39528.58,0.32,2196.03,26.0,9.0,2.0,8.0,22.0,19.0,105.0,72.0,13.0,0
20.0,2.0,1.0,2.0,53.0,254.79,0.13,7.76,32.81,1978.37,0.08,109.91,20.0,0.0,0.0,2.0,11.0,17.0,29.0,24.0,3.0,0
22.0,1.0,1.0,1.0,144.0,786.16,0.06,16.0,49.13,12578.53,0.26,698.81,22.0,22.0,0.0,11.0,16.0,28.0,88.0,56.0,1.0,0
8.0,2.0,1.0,2.0,25.0,95.18,0.18,5.5,17.31,523.51,0.03,29.08,7.0,0.0,1.0,1.0,7.0,7.0,14.0,11.0,3.0,0
12.0,2.0,1.0,1.0,31.0,114.71,0.17,6.0,19.12,688.28,0.04,38.24,11.0,0.0,1.0,1.0,6.0,7.0,17.0,14.0,3.0,0
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0
46.0,14.0,7.0,11.0,221.0,1315.88,0.02,42.62,30.87,56084.29,0.44,3115.79,45.0,1.0,1.0,13.0,29.0,33.0,124.0,97.0,26.0,0
17.0,3.0,1.0,3.0,73.0,374.44,0.08,12.63,29.64,4729.74,0.12,262.76,17.0,0.0,0.0,10.0,16.0,19.0,43.0,30.0,5.0,0
76.0,16.0,3.0,4.0,466.0,2994.64,0.02,44.63,67.09,133660.73,1.0,7425.6,73.0,22.0,3.0,41.0,26.0,60.0,260.0,206.0,31.0,0
11.0,5.0,5.0,3.0,42.0,189.99,0.1,9.75,19.49,1852.4,0.06,102.91,10.0,3.0,1.0,6.0,13.0,10.0,27.0,15.0,9.0,0
5.0,1.0,1.0,1.0,22.0,69.74,0.18,5.63,12.4,392.28,0.02,21.79,5.0,0.0,0.0,2.0,5.0,4.0,13.0,9.0,1.0,0
22.0,3.0,3.0,2.0,107.0,591.02,0.07,14.79,39.97,8738.67,0.2,485.48,22.0,14.0,0.0,12.0,18.0,28.0,61.0,46.0,5.0,0
39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,0
29.0,9.0,9.0,5.0,136.0,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29.0,0.0,0.0,14.0,14.0,26.0,79.0,57.0,17.0,0
14.0,2.0,1.0,1.0,50.0,226.18,0.1,10.08,22.43,2280.63,0.08,126.7,14.0,1.0,0.0,7.0,11.0,12.0,28.0,22.0,3.0,0
14.0,3.0,3.0,2.0,39.0,181.11,0.12,8.67,20.9,1569.62,0.06,87.2,14.0,0.0,0.0,3.0,13.0,12.0,23.0,16.0,5.0,0
14.0,1.0,1.0,1.0,81.0,393.5,0.1,10.24,38.45,4027.55,0.13,223.75,14.0,13.0,0.0,4.0,12.0,17.0,52.0,29.0,1.0,0
20.0,3.0,1.0,2.0,91.0,450.83,0.07,13.89,32.45,6264.19,0.15,348.01,19.0,0.0,1.0,0.0,12.0,19.0,47.0,44.0,5.0,0
20.0,3.0,1.0,1.0,88.0,366.95,0.07,13.36,27.46,4903.83,0.12,272.44,17.0,0.0,3.0,7.0,7.0,11.0,46.0,42.0,5.0,0
33.0,9.0,4.0,5.0,223.0,1338.0,0.03,39.36,34.0,52659.86,0.45,2925.55,28.0,1.0,5.0,1.0,29.0,35.0,128.0,95.0,15.0,0
